"16576200","feedback","Thu Apr 28 04:00:37 CDT 2016","The news article was amazing to read about the utah","Thu Apr 28 2016 02:00:39 GMT-0700 (Pacific Daylight Time)"
"16576200","survey-code","Thu Apr 28 04:00:38 CDT 2016","1ELSB-E24C7-I3K73-OHOVC-6HN8BA","Thu Apr 28 2016 02:00:40 GMT-0700 (Pacific Daylight Time)"
"85617487","experiment-id","Thu Apr 28 04:01:20 CDT 2016","1","Thu Apr 28 2016 02:01:22 GMT-0700 (Pacific Daylight Time)"
"85617487","question","Thu Apr 28 04:01:20 CDT 2016","How many cases of polio have there been in 2016 so far?","Thu Apr 28 2016 02:01:22 GMT-0700 (Pacific Daylight Time)"
"85617487","answer","Thu Apr 28 04:01:20 CDT 2016","10","Thu Apr 28 2016 02:01:22 GMT-0700 (Pacific Daylight Time)"
"85617487","answers-shuffled","Thu Apr 28 04:01:21 CDT 2016","[""30"",""16"",""22"",""10""]","Thu Apr 28 2016 02:01:22 GMT-0700 (Pacific Daylight Time)"
"85617487","load-image","Thu Apr 28 04:01:22 CDT 2016","[{""image"":""{\""id\"":15,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/31/Poliomyelitis_world_map_-_DALY_-_WHO2004.svg\""}"",""index"":0},{""image"":""{\""id\"":9,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/f/f5/Polio_worldwide_2005.svg\""}"",""index"":1},{""image"":""{\""id\"":28,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/67/World_Health_Organization_membership_status_map.png\""}"",""index"":2},{""image"":""{\""id\"":13,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/39/Polio_worldwide_2015.svg\""}"",""index"":3},{""image"":""{\""id\"":7,\""refMap\"":\""{\\\""ne-lng\\\"":-84.325598,\\\""sw-lng\\\"":-118.3688042289999,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":33.798817,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Mexico\\\"",\\\""lng\\\"":-102.53030785548168,\\\""lat\\\"":23.949171210463575},{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817}],\\\""sw-lat\\\"":14.546282924364334}\""}"",""index"":4},{""image"":""{\""id\"":22,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/75/IMF_advanced_economies_2008.svg\""}"",""index"":5},{""image"":""{\""id\"":18,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/05/ReverseGeneticsFlu.svg\""}"",""index"":6},{""image"":""{\""id\"":8,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/b4/Cg-map.png\""}"",""index"":7},{""image"":""{\""id\"":19,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/8/81/Vaccine.png\""}"",""index"":8},{""image"":""{\""id\"":27,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/b3/World_Health_Organisation_regional_offices.svg\""}"",""index"":9},{""image"":""{\""id\"":25,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/5/50/Febbre.gif\""}"",""index"":10},{""image"":""{\""id\"":24,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/a/af/Infectious_and_parasitic_diseases_world_map_-_DALY_-_WHO2004.svg\""}"",""index"":11},{""image"":""{\""id\"":16,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/7d/Brain_bulbar_region.svg\""}"",""index"":12},{""image"":""{\""id\"":26,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/f/f7/Fever-conceptual.svg\""}"",""index"":13},{""image"":""{\""id\"":12,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/0c/Polio_worldwide_2014.svg\""}"",""index"":14},{""image"":""{\""id\"":17,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/3a/Polio_spinal_diagram.PNG\""}"",""index"":15},{""image"":""{\""id\"":0,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":60.8443787030001,\\\""styles\\\"":[],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":16},{""image"":""{\""id\"":21,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/34/2014_UN_Human_Development_Report_Quartiles.svg\""}"",""index"":17},{""image"":""{\""id\"":10,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/63/Polio_worldwide_2012.svg\""}"",""index"":18},{""image"":""{\""id\"":14,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/e/e2/Polio_worldwide_2016.svg\""}"",""index"":19},{""image"":""{\""id\"":3,\""refMap\"":\""{\\\""ne-lng\\\"":-84.325598,\\\""sw-lng\\\"":-118.3688042289999,\\\""styles\\\"":[],\\\""ne-lat\\\"":33.798817,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Mexico\\\"",\\\""lng\\\"":-102.53030785548168,\\\""lat\\\"":23.949171210463575},{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817}],\\\""sw-lat\\\"":14.546282924364334}\""}"",""index"":20},{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":-84.325598,\\\""styles\\\"":[],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817},{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":21},{""image"":""{\""id\"":23,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/7f/Newly_industrialized_countries_2013.svg\""}"",""index"":22},{""image"":""{\""id\"":5,\""refMap\"":\""{\\\""ne-lng\\\"":160,\\\""sw-lng\\\"":-160,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":72,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Milestone\\\"",\\\""lng\\\"":150.1815,\\\""lat\\\"":-35.7014}],\\\""sw-lat\\\"":-72}\""}"",""index"":23},{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":160,\\\""sw-lng\\\"":-160,\\\""styles\\\"":[],\\\""ne-lat\\\"":72,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Milestone\\\"",\\\""lng\\\"":150.1815,\\\""lat\\\"":-35.7014}],\\\""sw-lat\\\"":-72}\""}"",""index"":24},{""image"":""{\""id\"":6,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":-84.325598,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817},{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":25},{""image"":""{\""id\"":11,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/c/ca/Polio_worldwide_2013.svg\""}"",""index"":26},{""image"":""{\""id\"":20,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/8/82/%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD.png\""}"",""index"":27},{""image"":""{\""id\"":4,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":60.8443787030001,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":28},{""image"":""{\""id\"":6,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":-84.325598,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817},{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":29},{""image"":""{\""id\"":18,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/05/ReverseGeneticsFlu.svg\""}"",""index"":30}]","Thu Apr 28 2016 02:01:24 GMT-0700 (Pacific Daylight Time)"
"56025558","question-answer","Thu Apr 28 04:02:17 CDT 2016","Utah","Thu Apr 28 2016 02:02:11 GMT-0700 (Pacific Standard Time)"
"85617487","question-answer","Thu Apr 28 04:02:20 CDT 2016","10","Thu Apr 28 2016 02:02:19 GMT-0700 (Pacific Daylight Time)"
"85617487","select-image","Thu Apr 28 04:02:22 CDT 2016","{""image"":""{\""id\"":15,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/31/Poliomyelitis_world_map_-_DALY_-_WHO2004.svg\""}"",""index"":0}","Thu Apr 28 2016 02:02:24 GMT-0700 (Pacific Daylight Time)"
"85617487","select-image","Thu Apr 28 04:02:23 CDT 2016","{""image"":""{\""id\"":9,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/f/f5/Polio_worldwide_2005.svg\""}"",""index"":1}","Thu Apr 28 2016 02:02:24 GMT-0700 (Pacific Daylight Time)"
"85617487","select-image","Thu Apr 28 04:02:24 CDT 2016","{""image"":""{\""id\"":13,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/39/Polio_worldwide_2015.svg\""}"",""index"":3}","Thu Apr 28 2016 02:02:26 GMT-0700 (Pacific Daylight Time)"
"85617487","select-image","Thu Apr 28 04:02:27 CDT 2016","{""image"":""{\""id\"":24,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/a/af/Infectious_and_parasitic_diseases_world_map_-_DALY_-_WHO2004.svg\""}"",""index"":11}","Thu Apr 28 2016 02:02:29 GMT-0700 (Pacific Daylight Time)"
"85617487","select-image","Thu Apr 28 04:02:28 CDT 2016","{""image"":""{\""id\"":16,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/7d/Brain_bulbar_region.svg\""}"",""index"":12}","Thu Apr 28 2016 02:02:30 GMT-0700 (Pacific Daylight Time)"
"85617487","select-image","Thu Apr 28 04:02:32 CDT 2016","{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":160,\\\""sw-lng\\\"":-160,\\\""styles\\\"":[],\\\""ne-lat\\\"":72,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Milestone\\\"",\\\""lng\\\"":150.1815,\\\""lat\\\"":-35.7014}],\\\""sw-lat\\\"":-72}\""}"",""index"":24}","Thu Apr 28 2016 02:02:34 GMT-0700 (Pacific Daylight Time)"
"85617487","select-image","Thu Apr 28 04:02:34 CDT 2016","{""image"":""{\""id\"":4,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":60.8443787030001,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":28}","Thu Apr 28 2016 02:02:35 GMT-0700 (Pacific Daylight Time)"
"56025558","select-image","Thu Apr 28 04:02:38 CDT 2016","{""image"":""{\""id\"":3,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":0}","Thu Apr 28 2016 02:02:31 GMT-0700 (Pacific Standard Time)"
"85617487","reorder-image","Thu Apr 28 04:02:39 CDT 2016","{""image"":""{\""id\"":9,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/f/f5/Polio_worldwide_2005.svg\""}"",""index"":2}","Thu Apr 28 2016 02:02:41 GMT-0700 (Pacific Daylight Time)"
"85617487","reorder-image","Thu Apr 28 04:02:42 CDT 2016","{""image"":""{\""id\"":16,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/7d/Brain_bulbar_region.svg\""}"",""index"":3}","Thu Apr 28 2016 02:02:44 GMT-0700 (Pacific Daylight Time)"
"85617487","reorder-image","Thu Apr 28 04:02:45 CDT 2016","{""image"":""{\""id\"":4,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":60.8443787030001,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":5}","Thu Apr 28 2016 02:02:47 GMT-0700 (Pacific Daylight Time)"
"56025558","remove-image","Thu Apr 28 04:02:48 CDT 2016","{""image"":""{\""id\"":6,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/05/LDS_Global_Distribution.svg\""}"",""index"":1}","Thu Apr 28 2016 02:02:41 GMT-0700 (Pacific Standard Time)"
"85617487","submit-image","Thu Apr 28 04:02:48 CDT 2016","{""image"":""{\""id\"":15,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/31/Poliomyelitis_world_map_-_DALY_-_WHO2004.svg\""}"",""index"":0}","Thu Apr 28 2016 02:02:50 GMT-0700 (Pacific Daylight Time)"
"85617487","submit-image","Thu Apr 28 04:02:48 CDT 2016","{""image"":""{\""id\"":13,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/39/Polio_worldwide_2015.svg\""}"",""index"":1}","Thu Apr 28 2016 02:02:50 GMT-0700 (Pacific Daylight Time)"
"56025558","select-image","Thu Apr 28 04:02:49 CDT 2016","{""image"":""{\""id\"":0,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":2}","Thu Apr 28 2016 02:02:42 GMT-0700 (Pacific Standard Time)"
"85617487","submit-image","Thu Apr 28 04:02:49 CDT 2016","{""image"":""{\""id\"":9,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/f/f5/Polio_worldwide_2005.svg\""}"",""index"":2}","Thu Apr 28 2016 02:02:50 GMT-0700 (Pacific Daylight Time)"
"85617487","submit-image","Thu Apr 28 04:02:50 CDT 2016","{""image"":""{\""id\"":16,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/7d/Brain_bulbar_region.svg\""}"",""index"":3}","Thu Apr 28 2016 02:02:50 GMT-0700 (Pacific Daylight Time)"
"85617487","submit-image","Thu Apr 28 04:02:50 CDT 2016","{""image"":""{\""id\"":24,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/a/af/Infectious_and_parasitic_diseases_world_map_-_DALY_-_WHO2004.svg\""}"",""index"":4}","Thu Apr 28 2016 02:02:50 GMT-0700 (Pacific Daylight Time)"
"85617487","submit-image","Thu Apr 28 04:02:50 CDT 2016","{""image"":""{\""id\"":4,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":60.8443787030001,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":5}","Thu Apr 28 2016 02:02:50 GMT-0700 (Pacific Daylight Time)"
"85617487","submit-image","Thu Apr 28 04:02:50 CDT 2016","{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":160,\\\""sw-lng\\\"":-160,\\\""styles\\\"":[],\\\""ne-lat\\\"":72,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Milestone\\\"",\\\""lng\\\"":150.1815,\\\""lat\\\"":-35.7014}],\\\""sw-lat\\\"":-72}\""}"",""index"":6}","Thu Apr 28 2016 02:02:50 GMT-0700 (Pacific Daylight Time)"
"85617487","feedback","Thu Apr 28 04:02:50 CDT 2016","
                    ","Thu Apr 28 2016 02:02:50 GMT-0700 (Pacific Daylight Time)"
"85617487","survey-code","Thu Apr 28 04:02:53 CDT 2016","530GF-DKO1O-U6JN0-URQ8I-1UB55C","Thu Apr 28 2016 02:02:55 GMT-0700 (Pacific Daylight Time)"
"56025558","remove-image","Thu Apr 28 04:02:54 CDT 2016","{""image"":""{\""id\"":5,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png\""}"",""index"":3}","Thu Apr 28 2016 02:02:48 GMT-0700 (Pacific Standard Time)"
"56025558","select-image","Thu Apr 28 04:02:56 CDT 2016","{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":4}","Thu Apr 28 2016 02:02:49 GMT-0700 (Pacific Standard Time)"
"56025558","select-image","Thu Apr 28 04:02:57 CDT 2016","{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":5}","Thu Apr 28 2016 02:02:50 GMT-0700 (Pacific Standard Time)"
"56025558","remove-image","Thu Apr 28 04:02:59 CDT 2016","{""image"":""{\""id\"":4,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/63/Pornography_laws.svg\""}"",""index"":6}","Thu Apr 28 2016 02:02:52 GMT-0700 (Pacific Standard Time)"
"56025558","select-image","Thu Apr 28 04:03:01 CDT 2016","{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":7}","Thu Apr 28 2016 02:02:55 GMT-0700 (Pacific Standard Time)"
"70265752","experiment-id","Thu Apr 28 04:03:03 CDT 2016","2","Thu Apr 28 2016 05:03:03 GMT-0400 (EDT)"
"70265752","question","Thu Apr 28 04:03:03 CDT 2016","Which state had the highest percentage of porn subscribers in 2009","Thu Apr 28 2016 05:03:03 GMT-0400 (EDT)"
"70265752","answer","Thu Apr 28 04:03:03 CDT 2016","Utah","Thu Apr 28 2016 05:03:03 GMT-0400 (EDT)"
"70265752","answers-shuffled","Thu Apr 28 04:03:03 CDT 2016","[""California"",""Utah"",""Texas"",""Nevada""]","Thu Apr 28 2016 05:03:03 GMT-0400 (EDT)"
"70265752","load-image","Thu Apr 28 04:03:04 CDT 2016","[{""image"":""{\""id\"":3,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":0},{""image"":""{\""id\"":5,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png\""}"",""index"":1},{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":2},{""image"":""{\""id\"":6,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/05/LDS_Global_Distribution.svg\""}"",""index"":3},{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":4},{""image"":""{\""id\"":4,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/63/Pornography_laws.svg\""}"",""index"":5},{""image"":""{\""id\"":0,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":6},{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":7}]","Thu Apr 28 2016 05:03:03 GMT-0400 (EDT)"
"56025558","reorder-image","Thu Apr 28 04:03:12 CDT 2016","{""image"":""{\""id\"":0,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":2}","Thu Apr 28 2016 02:03:06 GMT-0700 (Pacific Standard Time)"
"56025558","reorder-image","Thu Apr 28 04:03:15 CDT 2016","{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":1}","Thu Apr 28 2016 02:03:09 GMT-0700 (Pacific Standard Time)"
"56025558","reorder-image","Thu Apr 28 04:03:19 CDT 2016","{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":0}","Thu Apr 28 2016 02:03:13 GMT-0700 (Pacific Standard Time)"
